company,cc,market_cap_usd,revenue_usd,employees,ticker
Mengniu Dairy,HK,9092307692,11733333333,38301,2319
Menora Mivtachim,IL,8310810811,2829729730,3805,MMHD
Mercari Inc.,JP,4894933333,1439066667,2159,4385.T
Mercedes-Benz Group,DE,44776800000,142786800000,164120,MBG.DE
Mercialys,FR,1177200000,195037200,181,MERY.PA
Merck,DE,64281600000,22636800000,59077,MRK.DE
Merck & Co.,US,321300000000,65770000000,75000,MRK
Merdeka Battery Materials,ID,3656962025,1430000000,3916,MBMA.JK
Merdeka Copper Gold,ID,4296202532,1890000000,10799,MDKA.JK
Meritz Financial,KR,13829629630,14659259259,21,138040.KS
Merlin Properties,ES,10130400000,612360000,295,MRL.MC
Mersen,FR,947116800,1285200000,7259,MRN.PA
MetLife,US,59490000000,77580000000,46000,MET
Meta Platforms,US,1540000000000,214960000000,78865,META
Metalúrgica Gerdau,BR,2494444444,12814814815,30000,GOAU4
Metlen Energy & Metals,UK,6769100000,7874000000,7758,MTLN.L
Metro,CA,14227941176,16308823529,99000,MRU
Metso,FI,14083200000,5702400000,17572,METSO.HE
Mettler Toledo,US,26450000000,4090000000,18100,MTD
Michelin,FR,25801200000,28069200000,117495,ML.PA
Microchip Technology,US,43990000000,4710000000,17900,MCHP
Microdata,MA,121000000,,,
Micron Technology,US,1120000000000,90270000000,53000,MU
Microsoft,US,2840000000000,318270000000,228000,MSFT
Mid-America Apartment Communities,US,15690000000,2210000000,2507,MAA
Midea Group,CN,88670833333,63848611111,198570,000333
Midea Group,HK,94793589744,66992307692,198570,0300
Migdal Insurance,IL,5089189189,3402702703,4435,MGDL
Migros,TR,3615312500,13104687500,62453,MGROS
Military Commercial Bank,VN,7104400000,2234400000,18600,MBB.VN
Mincon Group,IE,162745200,160617600,510,MIO.IR
Mindray Bio-Medical Electronics,CN,25330555556,4638888889,21288,300760
"MinebeaMitsumi, Inc.",JP,10600000000,11066666667,81383,6479.T
Minerva Foods,BR,659259259,10562962963,30000,BEEF3
Minière Touissit (CMT),MA,731000000,,,CMT
Mirae Asset Securities,KR,13688888889,15637037037,2645,006800.KS
Mitra Adiperkasa,ID,1591772152,2726582278,34018,MAPI.JK
Mitsubishi Chemical Holdings Corp.,JP,11000000000,24666666667,56678,4188.T
Mitsubishi Corp.,JP,120000000000,126133333333,77476,8058.T
Mitsubishi Electric Corp.,JP,78400000000,39266666667,150386,6503.T
"Mitsubishi Estate Co., Ltd.",JP,32600000000,11666666667,11659,8802.T
"Mitsubishi Heavy Industries, Ltd.",JP,88066666667,33133333333,78793,7011.T
Mitsubishi Materials Corp.,JP,3662466667,12266666667,17591,5711.T
Mitsubishi Motors Corp.,JP,3320000000,19333333333,27695,7211.T
"Mitsubishi UFJ Financial Group, Inc.",JP,275266666667,44733333333,184200,8306.T
"Mitsui & Co., Ltd.",JP,93933333333,93333333333,55463,8031.T
"Mitsui Chemicals, Inc.",JP,5323733333,11133333333,17320,4183.T
"Mitsui Fudosan Co., Ltd",JP,27800000000,18066666667,27704,8801.T
"Mitsui Mining & Smelting Co., Ltd.",JP,12933333333,5056866667,8188,5706.T
"Mitsui O.S.K. Lines, Ltd.",JP,13266666667,12200000000,11567,9104.T
Mivne Real Estate,IL,2586486486,356756757,201,MVNE
Mizrahi-Tefahot Bank,IL,15913513514,3883783784,7230,MZTF
"Mizuho Financial Group, Inc.",JP,142200000000,29333333333,52427,8411.T
Mobile World Investment,VN,4146800000,6237200000,66307,MWG.VN
Moderna,US,22720000000,2230000000,4700,MRNA
Modon Holding,AE,12738000000,3768000000,,MODON.AD
Molson Coors Beverage Company,US,7460000000,11190000000,16200,TAP
Moncler,IT,15076800000,3456000000,8533,MONC.MI
Mondelez International,US,76860000000,39300000000,91000,MDLZ
Mondi,ZA,4160000000,8550400000,24040,MNDI.L
Monolithic Power Systems,US,68390000000,2960000000,4501,MPWR
Monster Beverage,US,91430000000,8790000000,6891,MNST
Montea,BE,1728000000,190317600,68,MONT.BR
Moody's Corporation,US,82960000000,8160000000,16076,MCO
Morgan Stanley,US,338460000000,77830000000,83000,MS
Mosaic Company (The),US,7110000000,12430000000,13249,MOS
Moscow Exchange,RU,,,,MOEX
Mosenergo,RU,,2510000000,16725,MSNG
Mota-Engil,PT,1566043849,5724160276,21034,EGL
Motiva,BR,5477777778,3577777778,16000,MOTV3
Motorola Solutions,US,67550000000,11870000000,23000,MSI
Mouwasat Medical Services,SA,3200000000,877333333,2389,4002.SR
Mowi,NO,9821495327,6202803738,13324,MOWI.OL
Mr Price Group,ZA,2241081081,2291891892,20443,MRP.JO
"Muji Co., Ltd",JP,14933333333,5895466667,13912,7453.T
MultiChoice Group,ZA,2869729730,2743783784,8000,MCG.JO
Multiplan,BR,2631481481,562962963,80513,MULT3
Multiply Group,AE,6378000000,4477000000,,2POINTZERO.AD
Munich Re,DE,68428800000,67294800000,44369,MUV2.DE
"Murata Manufacturing Co., Ltd.",JP,103600000000,12200000000,74302,6981.T
Mutandis SCA,MA,212000000,,,MUT
Muthoot Finance,IN,14698795181,2311204819,31613,MUTHOOTFIN.NS
Muyuan Foodstuff,CN,30979166667,19163888889,127550,002714
NARI Technology,CN,27031944444,9291666667,12781,600406
NAURA Technology Group,CN,77004166667,5759722222,21101,002371
NC,KR,3229629630,1259259259,3086,036570.KS
NEC Corp.,JP,37466666667,23866666667,101800,6701.T
NEPI Rockcastle,ZA,5716216216,977837838,687,NRP.JO
"NGK Insulators, Ltd.",JP,11666666667,4467533333,19869,5333.T
NH Foods Ltd.,JP,3866200000,9733333333,15790,2282.T
NH Investment & Securities,KR,7985185185,9288888889,2201,005940.KS
NICE,IL,5240000000,3010000000,9626,NICE
NKT,DK,6949275362,3891304348,6554,NKT.CO
NLMK,RU,,9233333333,60200,NLMK
NN Group,NL,22690800000,15487200000,16188,NN.AS
NOS,PT,2721676207,2008856248,3085,NOS
NRG Energy,US,29390000000,32380000000,16702,NRG
NSK Ltd.,JP,3727000000,6077600000,26278,6471.T
NTN Corp.,JP,1525866667,5508933333,21305,6472.T
NTPC,IN,40722891566,22530120482,16646,NTPC.NS
"NVR, Inc.",US,16470000000,9920000000,6300,NVR
NXP Semiconductors,US,69370000000,12620000000,32169,NXPI
Nan Ya Plastics,TW,48750000000,8217500000,32271,1303
Nan Ya Printed Circuit Board,TW,24836875000,1340312500,,8046
Nanya Technology,TW,41250000000,5640937500,1237,2408
"Nasdaq, Inc.",US,51890000000,5610000000,9525,NDAQ
Naspers,ZA,32123000000,10008000000,45780,NPN.JO
NatWest Group,UK,69151500000,20637500000,53200,NWG.L
National Australia Bank,AU,81860000000,13713333333,42471,NAB.AX
National Bank of Canada,CA,64463235294,10308823529,33767,NA
National Bank of Fujairah,AE,3515000000,594000000,878,NBF.AD
National Grid,UK,78955900000,22466300000,33026,NG.L
National Marine Dredging,AE,5109000000,7965000000,3907,NMDC.AD
National Shipping Company (Bahri),SA,8018666667,3504000000,583,4030.SR
Natura,BR,2209259259,4024074074,35000,NATU3
Naturgy,ES,29494800000,21016800000,6678,NTGY.MC
Naver,KR,24385185185,8918518519,4390,035420.KS
Navitas Petroleum,IL,4210810811,500000000,59,NVPT
Nedbank Group,ZA,6642162162,3240000000,25700,NED.JO
Neoen,FR,,606960000,300,
Neste,FI,27529200000,20692800000,4891,NESTE.HE
Nestlé India,IN,34698795181,2939156627,8356,NESTLEIND.NS
Nestlé SA,CH,250464500000,101575700000,271000,NESN.SW
NetApp,US,32640000000,6930000000,11700,NTAP
NetEase,CN,78389743590,16669230769,25382,9999
NetEase,HK,78389743590,16669230769,25382,9999
Netflix,US,286940000000,48370000000,16000,NFLX
Netmarble,KR,2229629630,2103703704,752,251270.KS
NewMed Energy,IL,5354054054,,24,NWMD
Newmont,AU,96533333333,22670000000,17500,NEM.AX
Newmont,US,100270000000,24970000000,17500,NEM
News Corp,AU,14733333333,8546666667,22300,NWS.AX
News Corp (Class A),US,14440000000,8800000000,23900,NWSA
News Corp (Class B),US,15460000000,8800000000,23900,NWS
Nexans,FR,6339600000,8434800000,25700,NEX.PA
Nexi,IT,5313600000,6771600000,9570,NEXI.MI
Nexity,FR,445078800,3045600000,3006,NXI.PA
"Nexon Co., Ltd.",JP,11733333333,3422666667,9834,3659.T
Next,UK,21501100000,8763000000,31589,NXT.L
NextEra Energy,US,187580000000,27870000000,17300,NEE
NextVision Stabilized Systems,IL,6029729730,,126,NXSN
NiSource,US,22410000000,6820000000,7668,NI
Nibe Industrier,SE,7103809524,3887619048,20500,NIBE-B.ST
Nichirei Corp.,JP,3550400000,4774266667,17763,2871.T
Nidec,JP,18933333333,17466666667,104285,6594.T
"Nike, Inc.",US,60650000000,46400000000,73000,NKE
Nikon Corp.,JP,4879866667,4514400000,19928,7731.T
"Nintendo Co., Ltd.",JP,53800000000,15400000000,8666,7974.T
"Nippon Electric Glass Co., Ltd.",JP,2767733333,2076000000,5218,5214.T
Nippon Express Holdings Inc.,JP,8800000000,17133333333,77925,9147.T
Nippon Steel Corp.,JP,21200000000,67066666667,138453,5401.T
Nippon Telegraph & Telephone Corp.,JP,82533333333,96066666667,344196,9432.T
Nippon Yusen K.K.,JP,15666666667,16133333333,39830,9101.T
"Nissan Chemical Industries, Ltd.",JP,7000000000,1863933333,3411,4021.T
"Nissan Motor Co., Ltd.",JP,7733333333,80066666667,120079,7201.T
Nisshin Seifun Group Inc.,JP,3758000000,5766666667,9624,2002.T
Nissui Corporation,JP,2531733333,6208466667,11526,1332.T
"Nitori Holdings Co., Ltd.",JP,8933333333,6081666667,19432,9843.T
Nitto Denko,JP,14666666667,6866666667,26477,6988.T
Nokia,FI,55533600000,21600000000,78005,NOKIA.HE
Nokian Tyres,FI,2278800000,1533600000,4601,TYRES.HE
"Nomura Holdings, Inc.",JP,31666666667,14466666667,28677,8604.T
Nomura Research Institute Ltd.,JP,17666666667,5431400000,16894,4307.T
Nongfu Spring,CN,61855128205,7497435897,28000,9633
Nongfu Spring,HK,61855128205,7497435897,28000,9633
Nongshim,KR,1570370370,2637037037,5302,004370.KS
Nordea,FI,39744000000,12682440000,29153,NDA-FI.HE
Nordea Bank,DK,39744000000,12682440000,29153,NDA-DK.CO
Nordea Bank,SE,39744000000,12682440000,29153,NDA-SE.ST
Nordic Semiconductor,NO,3104672897,642056075,1433,NOD.OL
Nordson Corporation,US,16320000000,2900000000,8000,NDSN
Norfolk Southern,US,78200000000,12540000000,19300,NSC
Norilsk Nickel,RU,,13800000000,73700,GMKN
Norsk Hydro,NO,15747663551,19125233645,33400,NHY.OL
Northam Platinum,ZA,4993513514,2249729730,14172,NPH.JO
Northern Star Resources,AU,19686666667,4640000000,3383,NST.AX
Northern Trust,US,32880000000,9090000000,23800,NTRS
Northrop Grumman,US,75260000000,42890000000,95000,NOC
Norwegian Air Shuttle,NO,1228037383,3559813084,8992,NAS.OL
Norwegian Cruise Line Holdings,US,8560000000,10030000000,44500,NCLH
Nova,IL,14370000000,902530000,1612,NVMI
Novabase,PT,311966735,134431364,1232,NBA
Novartis International AG,CH,269211200000,56670000000,75267,NOVN.SW
Novatek,RU,,17300000000,5997,NVTK
Novo Nordisk,DK,204347826087,47507246377,67900,NOVO-B.CO
Novonesis,DK,28676811594,4549275362,11263,NSIS-B.CO
Nucor,US,54930000000,34160000000,33000,NUE
Nutrien,CA,33985294118,27588235294,25500,NTR
Nvidia,US,5070000000000,253490000000,42000,NVDA
OCBC Bank,SG,96835820896,10410447761,33311,O39.SI
OMV,AT,22442400000,25509600000,16056,OMV.VI
ON Semiconductor,US,34540000000,6060000000,22600,ON
OPC Energy,IL,8372972973,927027027,149,OPCE
OPmobility,FR,2019600000,10897200000,28258,OPM.PA
Obayashi Corp.,JP,14933333333,17266666667,18031,1802.T
Occidental Petroleum,US,57520000000,21120000000,10412,OXY
"Odakyu Electric Railway Co., Ltd.",JP,3926200000,2791533333,11656,9007.T
Oil and Natural Gas Corporation,IN,38192771084,79759036145,24378,ONGC.NS
Oji Holdings Corporation,JP,4921066667,12400000000,38757,3861.T
"Okuma Holdings, Inc.",JP,1933533333,1572600000,4101,6103.T
Old Dominion,US,47950000000,5460000000,20591,ODFL
Old Mutual,ZA,2916756757,6376756757,29861,OMU.JO
Olympus Corp.,JP,12200000000,6733333333,28138,7733.T
Omnicom Group,US,22470000000,19820000000,120000,OMC
Omron Corp.,JP,7266666667,5115666667,26050,6645.T
Oneok,US,58320000000,35200000000,6326,OKE
Ooredoo,AE,11400000000,,,ORDS.AD
Open Text,CA,5580882353,5345588235,20500,OTEX
Oracle Corporation,US,349030000000,67360000000,141000,ORCL
Orange,FR,47174400000,43632000000,121242,ORA.PA
Orbia,MX,2584444444,7917222222,22683,ORBIA
Orient Overseas (International),CN,12462820513,9701282051,11665,0316
Orient Overseas (International),HK,12462820513,9701282051,11665,0316
"Oriental Land Co., Ltd.",JP,28733333333,4696933333,11207,4661.T
Origin Energy,AU,11960000000,11513333333,5000,ORG.AX
Origin Enterprises,IE,511002000,2300400000,2997,OIZ.IR
Orion,FI,11761200000,2224800000,4000,ORNBV.HE
Orion,KR,3762962963,2466666667,1471,271560.KS
Orix Co.,JP,48200000000,22200000000,37286,8591.T
Orkla,NO,9632710280,6707476636,18616,ORK.OL
Ormat Technologies,IL,6320000000,,,ORA
"Osaka Gas Co., Ltd.",JP,13733333333,13533333333,21835,9532.T
Otis Worldwide,US,26820000000,14910000000,72000,OTIS
"Otsuka Holdings Co., Ltd.",JP,38200000000,16466666667,37758,4578.T
Oulmès (Eaux Minérales d'Oulmès),MA,228000000,,,OUL
Outokumpu,FI,2840400000,5832000000,8172,OUT1V.HE
Ozon,RU,,9020000000,49889,OZON
O’Reilly Automotive,US,71260000000,18210000000,92923,ORLY
PG&E Corporation,US,39200000000,25840000000,29010,PCG
PGE,PL,5722500000,15430000000,40148,PGE
PIK Group,RU,,5270000000,13000,PIKK
PKN Orlen,PL,44080000000,67487500000,66563,PKN
PKO Bank Polski,PL,33912500000,7292500000,26326,PKO
PNC Financial Services,US,99190000000,24320000000,55333,PNC
POSCO,KR,18029629630,51503703704,406,005490.KS
POSCO Future M,KR,10029629630,2111111111,2515,003670.KS
POSCO International,KR,7148148148,24185185185,1709,047050.KS
PPG Industries,US,25390000000,16120000000,43500,PPG
PPL Corporation,US,27240000000,9310000000,9552,PPL
PRIO,BR,8937037037,3272222222,82,PRIO3
PTC Inc.,US,13100000000,3000000000,7642,PTC
PZU,PL,15322500000,15642500000,43728,PZU
Paccar,US,69980000000,27780000000,25900,PCAR
Packaging Corporation of America,US,20430000000,9530000000,16800,PKG
Palantir Technologies,US,292950000000,5220000000,4429,PLTR
Palo Alto Networks,US,265000000000,10610000000,16068,PANW
Pan Ocean,KR,2096296296,4022222222,1141,028670.KS
Pan Pacific International Holdings Corp.,JP,17066666667,15000000000,17075,7532.T
Panasonic Corp.,JP,62533333333,53666666667,183685,6752.T
Pandora,DK,7707246377,4682608696,39000,PNDORA.CO
Paramount Skydance Corporation,US,9620000000,29050000000,17600,PSKY
Parker Hannifin,US,123480000000,20990000000,57950,PH
Parkin,AE,4594000000,387000000,,PARKIN.DU
Partners Group Holding AG,CH,19582900000,2881500000,2027,PGHN.SW
PayPal,US,49150000000,33730000000,23800,PYPL
Paychex,US,39050000000,6510000000,17600,PAYX
Pearson,UK,9220200000,4546600000,16665,PSON.L
Pegasus Airlines,TR,2546875000,5103125000,9774,PGSUS
Pembina Pipeline,CA,30625000000,5588235294,2974,PPL
Pentair,US,9960000000,4200000000,9000,PNR
Pepco Group,PL,6032500000,4982500000,31582,PCO
PepsiCo,US,184230000000,96900000000,306000,PEP
Permanent TSB,IE,1782000000,749520000,3223,PTSB.IR
Pernod Ricard,FR,17161200000,10843200000,17238,RI.PA
Pershing Square Holdings,UK,8509000000,2580000000,,PSH.L
Persimmon,UK,4457700000,4762500000,4605,PSN.L
Pertamina Geothermal Energy,ID,2731645570,480379747,583,PGEO.JK
Perusahaan Gas Negara,ID,2377848101,3980000000,3319,PGAS.JK
Petkim,TR,1759687500,2904375000,2363,PETKM
Petro Rabigh,SA,8800000000,10304000000,2944,2380.SR
PetroChina,CN,270833333333,395833333333,367173,601857
PetroChina,HK,288461538462,415384615385,367173,0857
PetroChina Company Limited,CN,288461538462,415384615385,367173,0857
PetroRecôncavo,BR,585185185,551851852,1748,RECV3
PetroVietnam Gas,VN,6215600000,5405200000,2920,GAS.VN
PetroVietnam Power,VN,1662800000,1372400000,2182,POW.VN
Petrobras,BR,108961111111,92238888889,43199,PETR4
Petrolimex,VN,1697600000,12394800000,26123,PLX.VN
Peñoles,MX,18670000000,10290000000,15611,IPOAF
Pfizer,US,142370000000,63320000000,75000,PFE
Pharol,PT,79879037,,11,PHR
Phat Dat Real Estate,VN,482800000,52800000,275,PDR.VN
Philip Morris International,US,298290000000,42550000000,84900,PM
Philips,NL,24310800000,19051200000,64317,PHIA.AS
Phillips 66,US,84080000000,134490000000,12600,PSX
Phoenix Holdings,IL,12151351351,5259459459,5172,PHOE
PhosAgro,RU,,5710000000,5001,PHOR
Pidilite Industries,IN,19759036145,1759156627,8835,PIDILITIND.NS
Pinfra,MX,6512222222,1160555556,2824,PINFRA
Ping An Bank,CN,29863888889,12784722222,41698,000001
Ping An Insurance,CN,130355555556,132348611111,258806,601318
Ping An Insurance,HK,141025641026,138461538462,258806,2318
Pinnacle West Capital,US,12880000000,5460000000,6610,PNW
Planisware,FR,1512000000,213861600,708,PLNW.PA
Pluxee,FR,2041200000,1414800000,5626,PLX.PA
Polar Capital Technology Trust,UK,5461000000,,,PCT.L
Poly Real Estate Group (Poly Developments),CN,8470833333,41611111111,44445,600048
Polyus,RU,,8720000000,,PLZL
Pop Mart,CN,27237179487,5296153846,10434,9992
Pop Mart,HK,27237179487,5296153846,10434,9992
Porr,AT,1652400000,6814800000,20127,POS.VI
Porsche SE,DE,9190800000,,46,PAH3.DE
Porto,BR,6575925926,8207407407,13491,PSSA3
Postal Savings Bank of China,CN,82837500000,44822222222,182347,601658
Poste italiane,IT,38502000000,15152400000,119400,PST.MI
Power Assets Holdings,CN,16079487179,98846154,16,0006
Power Assets Holdings,HK,16079487179,98846154,16,0006
Power Corporation of Canada,CA,42485294118,29014705882,30000,POW
Power Finance Corporation,IN,16385542169,5746626506,540,PFC.NS
Power Grid,IN,32530120482,5630481928,9048,POWERGRID.NS
Presight AI,AE,5654000000,861000000,789,PRESIGHT.AD
Principal Financial Group,US,23060000000,15460000000,19700,PFG
Pro Medicus,AU,11293333333,141986667,132,PME.AX
Procter & Gamble,US,340440000000,86720000000,109000,PG
Progressive Corporation,US,119730000000,91020000000,70000,PGR
Prologis,US,138340000000,9660000000,2802,PLD
Promopharm S.A.,MA,134000000,,,
Prosus,NL,84693600000,8420000000,41998,PRX.AS
Prosus,ZA,79459459459,8953513514,41998,PRX.JO
Prudential,UK,34290000000,13614400000,15338,PRU.L
Prudential Financial,US,40760000000,63290000000,36824,PRU
Prysmian,IT,39722400000,21740400000,33824,PRY.MI
Public Service Enterprise Group,US,39710000000,12790000000,13189,PEG
Public Storage,US,55110000000,4870000000,5770,PSA
Publicis,FR,23360400000,19062000000,114079,PUB.PA
Publicis Groupe,FR,23360400000,19062000000,114079,PUB.PA
Puig,ES,10216800000,5443200000,11701,PUIG.MC
PulteGroup,US,23100000000,16410000000,6506,PHM
Punjab National Bank,IN,15301204819,7097710843,103184,PNB.NS
Pure Health Holding,AE,6752000000,7627000000,,PUREHEALTH.AD
QBE Insurance,AU,24393333333,18710000000,13196,QBE.AX
Qantas Airways,AU,10040000000,15880000000,20000,QAN.AX
Qiagen,DE,7938000000,2090000000,5500,QIA.DE
Qingdao Haier (Haier Smart Home),CN,26558333333,41238888889,134995,600690
Qinghai Salt Lake Potash,CN,19313888889,2587500000,5864,000792
Qnity Electronics,US,29020000000,4950000000,10000,Q
Qt Group,FI,658692000,239511600,1120,QTCOM.HE
Qualcomm,US,178190000000,44490000000,52000,QCOM
Quanta Computer,TW,40625000000,76562500000,54279,2382
Quanta Services,US,97390000000,30120000000,69500,PWR
Quest Diagnostics,US,24470000000,11560000000,57000,DGX
Quálitas,MX,3463888889,4246666667,5646,Q
RAKBANK,AE,4986000000,1387000000,3508,RAKBANK.AD
RD Saúde,BR,5922222222,8435185185,75190,RADL3
REA Group,AU,13740000000,1266666667,3418,REA.AX
REC,IN,11441807229,2784939759,512,RECLTD.NS
RELX,NL,54270000000,12193200000,37600,REN.AS
RELX,UK,54432200000,12179300000,37600,REL.L
RMB Holdings,ZA,32016757,4864865,,RMH.JO
RTX Corporation,US,281150000000,93500000000,180000,RTX
RWE,DE,44949600000,19828800000,19969,RWE.DE
Raiffeisen Bank International,AT,19839600000,9698400000,42154,RBI.VI
Rakuten Inc.,JP,11600000000,17200000000,29419,4755.T
Ralph Lauren Corporation,US,22340000000,8110000000,23600,RL
Randstad,NL,6879600000,24883200000,38000,RAND.AS
Raymond James Financial,US,31440000000,15250000000,19500,RJF
Raízen,BR,3616666667,44972222222,40000,RAIZ4
Realty Income,US,60590000000,5930000000,544,O
Rebab Company,MA,1000000,,,
Reckitt,UK,39827200000,18046700000,36200,RKT.L
Recordati,IT,11296800000,2829600000,4693,REC.MI
"Recruit Holdings Co., Ltd.",JP,114400000000,24666666667,45586,6098.T
Rede D'Or São Luiz,BR,14046296296,10572222222,31400,RDOR3
Redeia Corporación,ES,9126000000,1868400000,2095,RED.MC
Redes Energéticas Nacionais,PT,2646074090,1144832055,787,RENE
Refrigeration Electrical Engineering,VN,1092400000,400400000,2001,REE.VN
Regency Centers,US,15180000000,1650000000,507,REG
Regeneron Pharmaceuticals,US,66320000000,14920000000,15410,REGN
Regional,MX,,563000000,3000,RA
Regions Financial Corporation,US,26000000000,7240000000,19969,RF
Reinet Investments,ZA,4342702703,,,RNI.JO
Reliance Industries,IN,210120481928,136144578313,404501,RELIANCE.NS
Remgro,ZA,5669729730,2824324324,27298,REM.JO
Remy Cointreau,FR,2548800000,1010124000,1754,RCO.PA
Renault,FR,7743600000,62553600000,100541,RNO.PA
Renesas Electronics,JP,50800000000,9266666667,21907,6723.T
Rentokil Initial,UK,14224000000,6515100000,63388,RTO.L
Repsol,ES,30412800000,52218000000,24523,REP.MC
Republic Services,US,66860000000,16700000000,42000,RSG
ResMed,AU,26513333333,8070000000,10600,RMD.AX
ResMed,US,27520000000,5540000000,9980,RMD
"Resona Holdings, Inc.",JP,35133333333,7333333333,20813,8308.T
Resonac Corp.,JP,19266666667,9000000000,21525,4004.T
Restaurant Brands International,CA,26301470588,9838235294,53500,QSR
Revvity,US,12430000000,2900000000,11000,RVTY
Rexel,FR,12139200000,20962800000,26706,RXL.PA
Rheinmetall,DE,50662800000,10875600000,28815,RHM.DE
"Ricoh Co., Ltd.",JP,5900200000,17400000000,75635,7752.T
Rio Tinto,AU,150520000000,57606666667,56890,RIO.AX
Rio Tinto,UK,149961600000,54394100000,56890,RIO.L
Risma,MA,442000000,,,RIS
Riyad Bank,SA,22477333333,4621333333,5583,1010.SR
Riyadh Cables Group,SA,4392000000,2920000000,449,4142.SR
Robertet,FR,1911600000,911466000,2570,RBT.PA
Robinhood Markets,US,92280000000,4610000000,2900,HOOD
Roche Holding AG,CH,299517800000,71144800000,103249,ROG.SW
Rockwell Automation,US,51190000000,8800000000,26000,ROK
Rockwool,DK,5989855072,4200000000,11827,ROCK-B.CO
Rogers Communications,CA,18551470588,16632352941,25000,RCI.B
"Rohm Co., Ltd.",JP,12533333333,3207666667,21756,6963.T
"Rollins, Inc.",US,19010000000,3920000000,21946,ROL
Rolls-Royce Holdings,UK,145440400000,26936700000,43162,RR.L
Roper Technologies,US,36090000000,8280000000,19400,ROP
Rosneft,RU,,93570000000,334600,ROSN
Ross Stores,US,74750000000,23780000000,111000,ROST
Rostelecom,RU,,10400000000,136700,RTKM
Royal Bank of Canada,CA,304463235294,48323529412,97795,RY
Royal Caribbean Group,US,76210000000,18390000000,108000,RCL
Royal Unibrew,DK,3346376812,2294202899,4006,RBREW.CO
Rubis,FR,3650400000,7052400000,4257,RUI.PA
Rumo Logística,BR,4687037037,2622222222,8255,RAIL3
RusHydro,RU,,5510000000,69665,HYDR
Rusagro,RU,,4730000000,,RAGR
Rusal,RU,,14800000000,64000,RUAL
Ryanair Holdings,IE,27583200000,16837200000,27081,RYA.IR
Réalisations Mécaniques (SRM),MA,14000000,,,
Résidences Dar Saada,MA,441000000,,,RDS
S&P Global,US,124590000000,15730000000,44500,SPGI
S-Oil,KR,12696296296,25333333333,3155,010950.KS
S.F. Holding,CN,23694444444,43405555556,158761,002352
S.M Monétique,MA,37000000,,,
SABIC,SA,42320000000,30242666667,35000,2010.SR
SAIC Motor,CN,16836111111,91083333333,179797,600104
SAL Saudi Logistics Services,SA,3512000000,472000000,933,4263.SR
SAP,DE,175950000000,43060000000,111397,SAP.DE
SASA Polyester,TR,3614687500,1794062500,3608,SASA
SATS,SG,5305970149,4738805970,57000,S58.SI
SBA Communications,US,18880000000,2850000000,1844,SBAC
SBI Life Insurance Company,IN,21807228916,13493975904,25672,SBILIFE.NS
SCREEN Holdings,JP,21000000000,4038333333,6884,7735.T
SEB,FR,2894400000,8823600000,31856,SK.PA
SEB,SE,40428571429,7099047619,18400,SEB-A.ST
SES,FR,3337200000,3207600000,3830,SESG.PA
SHIFT Inc.,JP,1270866667,865466667,11688,3697.T
SK,KR,26451851852,95222222222,4222,034730.KS
SK Biopharm,KR,4451851852,523511111,246,326030.KS
SK Bioscience,KR,1903703704,482496296,917,302440.KS
SK Hynix,KR,1036066666667,97837037037,47639,000660.KS
SK Innovation,KR,16525925926,59481481481,1505,096770.KS
SK Square,KR,,7748148148,88,402340.KS
SK Telecom,KR,15807407407,12622222222,24569,017670.KS
SKF,SE,11051428571,8525714286,36927,SKF-B.ST
SLC Agrícola,BR,1285185185,1572222222,6729,SLCE3
SMC Corporation,JP,30600000000,5616933333,24773,6273.T
SMI (Société Métallurgique d'Imiter),MA,1036000000,,,SMI
SNEP,MA,72000000,,,SNP
SODEP - Marsa Maroc,MA,6385000000,,,MSA
SSE,UK,38760400000,12941300000,15197,SSE.L
SSI Securities,VN,2346800000,410400000,1453,SSI.VN
ST Microelectronics,FR,56138400000,11490000000,48000,STMPA.PA
STMicroelectronics,FR,56138400000,11490000000,48000,STMPA.PA
STMicroelectronics,IT,56138400000,11800000000,48000,STMMI.MI
SUMCO Corp.,JP,8800000000,2724000000,9714,3436.T
Saab,SE,30102857143,8399047619,28667,SAAB-B.ST
Sabancı Holding,TR,5848125000,8134375000,60769,SAHOL
Sabeco,VN,2408800000,1035600000,7736,SAB.VN
Sabesp,BR,19020370370,7338888889,8927,SBSP3
Sacombank,VN,5429600000,826800000,14080,STB.VN
Sacyr,ES,4201200000,5032800000,13979,SCYR.MC
Safran,FR,146512800000,33685200000,103710,SAF.PA
Sage Group,UK,9436100000,3340100000,11094,SGE.L
Sainsbury's,UK,9740900000,42735500000,139087,SBRY.L
Saint-Gobain,FR,39268800000,50198400000,161688,SGO.PA
Saipem,IT,9201600000,16750800000,30000,SPM.MI
SalMar,NO,6368224299,2675700935,3574,SALM.OL
Salafin,MA,134000000,,,SLF
Salesforce,US,129110000000,42830000000,83334,CRM
Salik Company,AE,11180000000,836000000,,SALIK.DU
Samir,MA,152000000,,,SAM
Sampo,FI,27604800000,11523600000,15129,SAMPO.HE
Samsung Biologics,KR,47288888889,3377777778,5047,207940.KS
Samsung C&T,KR,41896296296,30177777778,7891,028260.KS
Samsung Card,KR,3807407407,2103703704,1774,029780.KS
Samsung Electro-Mechanics,KR,7343703704,8377777778,36402,009150.KS
Samsung Electronics,KR,1268562962963,247118518519,128925,005930.KS
Samsung Fire & Marine,KR,19607407407,16118518519,5425,000810.KS
